item,clinical_recall_all,clinical_recall_symptoms,clinical_recall_medications,clinical_recall_labs,overall_token_f1,overall_rouge_l_f1,assessment_alignment_score,plan_alignment_score,judge_overall_grade,judge_error,n_omissions,n_additions,n_additions_supported_by_transcript,n_additions_unsupported_by_transcript,n_additions_unknown_by_transcript,n_additions_supported_by_primekg,n_additions_unsupported_by_primekg,n_additions_unknown_by_primekg,n_additions_supported_by_transcript_or_primekg,n_additions_transcript_unsupported_primekg_supported,n_additions_unsupported_by_transcript_and_primekg,n_omissions_unsupported_by_transcript
item_0147,0.27586206896551724,0.21428571428571427,0.3333333333333333,0.6,0.6007885316465051,0.5020556087866852,0.8571428571428571,0.635593220338983,,"Grading step missing section 'Subjective'; got ['Objective', 'Assessment', 'Plan']",,,,,,,,,,,,
item_0148,0.3103448275862069,0.16666666666666666,0.25,0.8333333333333334,0.48361736123712173,0.3988916611666203,0.36363636363636365,0.5868263473053893,,"Grading step missing section 'Subjective'; got ['Objective', 'Assessment', 'Plan']",,,,,,,,,,,,
item_0149,0.5925925925925926,0.8666666666666667,0.0,0.42857142857142855,0.5988473817276847,0.4000415728255152,0.5714285714285714,0.5534591194968553,B,,0,0,2,0,0,0,2,0,2,0,0,
item_0150,0.2926829268292683,0.21428571428571427,0.3333333333333333,0.5,0.432992267132943,0.36076378994978414,0.27586206896551724,0.7031250000000001,C,,18,2,3,0,0,0,0,3,3,0,0,1
item_0151,0.35714285714285715,0.5,1.0,0.5454545454545454,0.4643967311449062,0.3503821174147949,0.4347826086956522,0.6528497409326425,C,,25,2,4,0,0,0,2,2,4,0,0,2
item_0152,0.3076923076923077,0.1,0.5,0.45454545454545453,0.6292667184175724,0.5561593268886502,0.8500000000000001,0.6690909090909092,C,,19,4,10,0,0,1,6,3,10,0,0,1
item_0153,0.34615384615384615,0.0,0.0,0.6,0.6462857712857712,0.5043129117726388,0.7936507936507936,0.7142857142857143,C,,11,3,5,0,0,0,5,0,5,0,0,1
item_0154,0.4,0.25,0.0,0.4,0.558199420694463,0.42064440184526874,0.4406779661016949,0.7441860465116279,B,,17,1,2,0,0,0,2,0,2,0,0,0
item_0155,0.20833333333333334,0.25,1.0,0.14285714285714285,0.42254558492218575,0.3081155350757194,0.25531914893617025,0.5714285714285714,B,,15,2,4,0,0,0,4,0,4,0,0,2
item_0156,0.5,0.4166666666666667,1.0,0.8,0.5455594569288389,0.44368540875324936,0.36,0.6124999999999999,C,,9,3,4,0,0,2,1,1,4,0,0,0
item_0157,0.6,0.0,0.0,0.8571428571428571,0.4403581750180628,0.3395014002613925,0.30303030303030304,0.6451612903225806,C,,19,8,16,0,0,0,16,0,16,0,0,0
item_0158,0.21052631578947367,0.3,0.5,0.0,0.47256020876564175,0.36665661616056083,0.7222222222222223,0.631578947368421,B,,12,1,2,0,0,0,0,2,2,0,0,2
item_0159,0.13793103448275862,0.14285714285714285,0.3333333333333333,0.2,0.0,0.0,0.0,0.0,C,,2,0,6,0,0,0,4,2,6,0,0,0
item_0160,0.5517241379310345,0.5555555555555556,0.3333333333333333,0.6,0.5989862211751268,0.4933891033416986,0.6666666666666666,0.6091954022988506,D,,21,1,1,0,0,0,1,0,1,0,0,0
item_0161,0.4,0.6,0.5,0.25,0.0,0.0,0.0,0.0,C,,22,1,2,0,0,0,2,0,2,0,0,0
item_0162,0.42105263157894735,0.42857142857142855,0.5,0.5,0.3434456370502882,0.18332525975705377,0.28205128205128205,0.611111111111111,C,,16,1,2,0,0,0,0,2,2,0,0,0
item_0163,0.21621621621621623,0.2857142857142857,0.5,0.36363636363636365,0.4727046924850851,0.35687520074043555,0.25,0.4482758620689655,C,,33,10,10,0,0,0,9,1,10,0,0,9
item_0164,0.5,1.0,0.0,0.6666666666666666,0.4794133374073791,0.34187654867768097,0.38596491228070173,0.5128205128205129,B,,15,1,1,0,0,0,1,0,1,0,0,1
item_0165,0.3142857142857143,0.06666666666666667,1.0,0.375,0.4199598021026592,0.29705204113209793,0.4761904761904762,0.5612244897959183,C,,5,0,4,0,0,0,3,1,4,0,0,3
item_0166,0.24,0.0,0.0,0.3333333333333333,0.3486151929132274,0.24814273101944337,0.14814814814814814,0.5517241379310345,D,,21,5,10,0,0,0,8,2,10,0,0,0
item_0167,0.12121212121212122,0.0,1.0,0.5714285714285714,0.34498868778280545,0.2578254756648796,0.1176470588235294,0.5700000000000001,F,,4,2,10,0,0,0,8,2,10,0,0,0
item_0168,0.5588235294117647,0.7222222222222222,1.0,0.7272727272727273,0.45967395967395963,0.39271716525355943,0.07407407407407408,0.48148148148148145,D,,21,3,6,0,0,0,4,2,6,0,0,4
item_0169,0.3333333333333333,0.15384615384615385,0.3333333333333333,0.625,0.4634662131102643,0.3605246298970217,0.06451612903225808,0.7844827586206897,D,,17,3,6,0,0,0,4,2,6,0,0,1
item_0170,0.4444444444444444,0.6666666666666666,1.0,0.7142857142857143,0.0,0.0,0.0,0.0,D,,9,2,2,2,0,0,4,0,2,0,2,1
item_0171,0.125,0.1,0.0,0.0,0.0,0.0,0.0,0.0,C,,17,6,12,0,0,0,10,2,12,0,0,1
item_0172,0.6111111111111112,0.8333333333333334,0.6666666666666666,0.2,0.49032321888860186,0.29481757111152174,0.34285714285714286,0.6844919786096256,D,,1,0,2,0,0,0,1,1,2,0,0,0
item_0173,0.4074074074074074,0.5,1.0,0.125,0.46784047541189266,0.28357753357753357,0.2985074626865672,0.5345622119815667,,"Grading step missing section 'Subjective'; got ['Objective', 'Assessment', 'Plan']",,,,,,,,,,,,
item_0174,0.06666666666666667,0.0,1.0,0.0,0.3709683190215977,0.2622427828643731,0.22950819672131148,0.6666666666666666,C,,30,3,6,0,0,0,4,2,6,0,0,7
item_0175,0.42105263157894735,0.5,1.0,0.5714285714285714,0.4804815859092175,0.4120580788050568,0.0625,0.5925925925925926,B,,10,3,6,0,0,0,4,2,6,0,0,0
item_0176,0.4642857142857143,0.2,0.0,0.8181818181818182,0.4340552129012008,0.32501495001495007,0.07692307692307691,0.5381165919282511,D,,19,1,1,0,0,0,0,1,1,0,0,1
item_0177,0.25925925925925924,0.5,0.0,0.23076923076923078,0.0,0.0,0.0,0.0,C,,27,4,8,0,0,0,8,0,8,0,0,4
item_0178,0.45454545454545453,0.8571428571428571,0.0,0.5714285714285714,0.4683754105090312,0.337966131574581,0.0625,0.7142857142857143,D,,16,8,16,0,0,2,8,6,16,0,0,3
item_0179,0.3103448275862069,0.5714285714285714,0.5,0.2,0.47817328034085066,0.36268757754889924,0.38554216867469876,0.5609756097560976,C,,40,4,4,0,0,1,3,0,4,0,0,6
item_0180,0.25,0.058823529411764705,0.0,0.5,0.31098461417170026,0.20915332138009993,0.20833333333333331,0.5961538461538461,C,,25,4,8,0,0,0,8,0,8,0,0,0
item_0181,0.3125,0.2857142857142857,1.0,0.14285714285714285,0.5438585234195802,0.44096907737078017,0.3913043478260869,0.6766917293233082,,Judge returned non-JSON output: Illegal trailing comma before end of object: line 10 column 5 (char 917),,,,,,,,,,,,
item_0182,0.08,0.0,1.0,0.14285714285714285,0.26738008592493767,0.1925719817314475,0.22950819672131148,0.4054054054054055,D,,0,0,3,0,0,0,2,1,3,0,0,
item_0183,0.10714285714285714,0.07142857142857142,1.0,0.3333333333333333,0.30829067855584497,0.18723690103000448,0.2535211267605634,0.509090909090909,B,,18,5,10,0,0,0,8,2,10,0,0,0
item_0184,0.36363636363636365,0.2222222222222222,0.3333333333333333,0.6153846153846154,0.4894083714438439,0.34835909869152804,0.39999999999999997,0.5100671140939598,B,,20,5,10,0,0,0,4,6,10,0,0,2
item_0185,0.09090909090909091,0.041666666666666664,0.0,0.375,0.4665492681301025,0.356692178342689,0.4444444444444445,0.5762711864406779,,"Grading step missing section 'Subjective'; got ['Objective', 'Assessment', 'Plan']",,,,,,,,,,,,
item_0186,0.6,0.0,0.0,0.875,0.0,0.0,0.0,0.0,B,,0,0,6,0,0,0,3,3,6,0,0,
item_0187,0.38095238095238093,0.16666666666666666,0.0,0.625,0.5242368499866017,0.4259350380177462,0.14285714285714288,0.6549707602339182,B,,12,1,1,0,0,0,0,1,1,0,0,0
item_0188,0.27586206896551724,0.17647058823529413,1.0,1.0,0.0,0.0,0.0,0.0,C,,14,7,14,0,0,0,8,6,14,0,0,3
item_0189,0.6451612903225806,0.8571428571428571,0.6666666666666666,0.5,0.5858908149182643,0.504410695986783,0.28571428571428575,0.8028169014084507,C,,15,2,3,0,0,0,3,0,3,0,0,1
item_0190,0.2962962962962963,0.2777777777777778,0.0,0.0,0.5478292155305794,0.42442962738650725,0.5263157894736841,0.6417112299465241,C,,2,0,8,0,0,0,5,3,8,0,0,0
item_0191,0.5909090909090909,0.5714285714285714,0.5,0.6666666666666666,0.5841183436135805,0.4870898213275123,0.45714285714285713,0.7118644067796609,C,,12,3,3,0,0,0,1,2,3,0,0,0
item_0192,0.45454545454545453,0.5,1.0,0.5714285714285714,0.7461738106284219,0.6392223356955812,0.7692307692307692,0.7411167512690354,B,,1,0,,,,,,,,,,0
item_0193,0.5,0.3333333333333333,1.0,0.16666666666666666,0.5889891456751922,0.4297031651037881,0.6153846153846154,0.5581395348837209,D,,13,6,12,0,0,2,10,0,12,0,0,0
item_0194,0.4166666666666667,0.45454545454545453,0.5,0.3333333333333333,0.46846395092362836,0.3773781541834433,0.20512820512820512,0.6805555555555556,C,,16,2,4,0,0,0,2,2,4,0,0,2
item_0195,0.5625,0.0,1.0,1.0,0.5490821441585172,0.37279714274620895,0.41176470588235287,0.5966850828729282,B,,6,7,13,0,0,0,11,2,13,0,0,1
item_0196,0.2857142857142857,0.0,1.0,0.0,0.39345588762424466,0.301803994636697,0.3076923076923077,0.3918918918918919,C,,13,3,3,0,0,0,2,1,3,0,0,2
item_0197,0.42105263157894735,0.0,0.5,0.0,0.551719035537572,0.4417670682730924,0.36363636363636365,0.6141732283464566,B,,11,2,2,2,0,0,2,2,2,0,2,0
item_0198,0.5,0.0,0.6666666666666666,1.0,0.5454423309178744,0.321835464250389,0.39999999999999997,0.6280193236714976,C,,14,10,13,0,0,1,7,5,13,0,0,0
item_0199,0.3,0.0,0.0,0.5,0.5543613456634988,0.41385847954135974,0.47058823529411764,0.6545454545454544,C,,11,4,7,0,0,0,2,5,7,0,0,2
