item,clinical_recall_all,clinical_recall_symptoms,clinical_recall_medications,clinical_recall_labs,overall_token_f1,overall_rouge_l_f1,assessment_alignment_score,plan_alignment_score,judge_overall_grade,judge_error,n_omissions,n_additions,n_additions_supported_by_transcript,n_additions_unsupported_by_transcript,n_additions_unknown_by_transcript,n_additions_supported_by_primekg,n_additions_unsupported_by_primekg,n_additions_unknown_by_primekg,n_additions_supported_by_transcript_or_primekg,n_additions_transcript_unsupported_primekg_supported,n_additions_unsupported_by_transcript_and_primekg,n_omissions_unsupported_by_transcript
item_0146,0.17857142857142858,0.0,0.0,0.25,0.37291249238943935,0.2548815836731384,0.28571428571428575,0.5617977528089888,,Judge returned non-JSON output: Expecting property name enclosed in double quotes: line 11 column 5 (char 1010),,,,,,,,,,,,
item_0147,0.3103448275862069,0.42857142857142855,0.3333333333333333,0.4,0.6446266125877183,0.5379066344976899,0.7692307692307692,0.6639344262295082,C,,15,0,,,,,,,,,,1
item_0148,0.41379310344827586,0.3333333333333333,0.25,0.6666666666666666,0.5193820204186058,0.44889892715979673,0.36363636363636365,0.5942857142857143,B,,17,3,4,0,0,0,2,2,4,0,0,0
item_0149,0.4074074074074074,0.4666666666666667,0.0,0.5714285714285714,0.515465291662282,0.31433757215007213,0.36666666666666664,0.5512820512820513,D,,22,1,0,2,0,0,2,0,0,0,2,0
item_0150,0.3902439024390244,0.5,0.3333333333333333,0.4,0.46811646649929506,0.3996832950320558,0.1754385964912281,0.7017543859649122,D,,24,4,8,0,0,2,4,2,8,0,0,3
item_0151,0.32142857142857145,0.5,1.0,0.45454545454545453,0.5476830552208469,0.42359072374237167,0.4814814814814815,0.547486033519553,C,,4,0,,,,,,,,,,4
item_0152,0.3076923076923077,0.3,0.5,0.5454545454545454,0.6434609250398724,0.5501435909291946,0.7999999999999999,0.7087719298245614,C,,23,6,10,2,0,0,10,2,10,0,2,1
item_0153,0.23076923076923078,0.0,0.0,0.2,0.4114923029569937,0.27804183135704874,0.09756097560975609,0.6568627450980393,C,,1,0,2,0,0,0,1,1,2,0,0,0
item_0154,0.4,0.0,0.0,0.7,0.5553034725052037,0.44179956417709576,0.3793103448275862,0.8064516129032258,C,,17,1,2,0,0,0,2,0,2,0,0,0
item_0155,0.125,0.16666666666666666,1.0,0.14285714285714285,0.4042027257959029,0.2657551740769973,0.22727272727272727,0.5611510791366906,B,,0,0,4,0,0,0,4,0,4,0,0,
item_0156,0.4583333333333333,0.5,1.0,0.8,0.5457911460208097,0.4316631060701696,0.41269841269841273,0.5316455696202532,C,,15,4,8,0,0,0,5,3,8,0,0,0
item_0157,0.5333333333333333,0.0,0.0,0.8571428571428571,0.4769074016629091,0.340522100557783,0.45,0.6227544910179641,C,,25,7,7,0,0,0,6,1,7,0,0,0
item_0158,0.3684210526315789,0.4,0.5,0.0,0.5146329243243108,0.3754103330605635,0.7647058823529412,0.6395348837209303,B,,1,0,,,,,,,,,,1
item_0159,0.20689655172413793,0.14285714285714285,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,D,,20,4,8,0,0,0,4,4,8,0,0,0
item_0160,0.6896551724137931,0.5555555555555556,0.6666666666666666,0.7333333333333333,0.5704264549986748,0.4707930539234887,0.6666666666666666,0.5280898876404494,D,,20,1,1,0,0,0,1,0,1,0,0,0
item_0161,0.3333333333333333,0.8,0.5,0.125,0.0,0.0,0.0,0.0,F,,0,0,8,0,0,1,7,0,8,0,0,
item_0162,0.42105263157894735,0.42857142857142855,0.5,0.5,0.33224553224553227,0.24743511901981846,0.3272727272727273,0.7111111111111111,C,,20,2,4,0,0,0,0,4,4,0,0,0
item_0163,0.4864864864864865,0.5714285714285714,0.5,0.45454545454545453,0.4799699373218904,0.3612316721560419,0.2916666666666667,0.4352331606217616,D,,15,10,13,0,0,2,7,4,13,0,0,2
item_0164,0.38461538461538464,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.4659352629940865,0.3543328973185088,0.4,0.5378151260504201,C,,16,6,6,1,0,0,3,4,6,0,1,2
item_0165,0.6,0.8,1.0,0.5,0.49428183343662535,0.3135822147285029,0.26865671641791045,0.5490196078431372,C,,17,3,6,0,0,0,6,0,6,0,0,0
item_0166,0.2,0.0,0.0,0.3333333333333333,0.3283737043841147,0.23584263244701795,0.13333333333333333,0.6086956521739131,F,,28,6,10,2,0,0,10,2,10,0,0,0
item_0167,0.15151515151515152,0.0,1.0,0.5714285714285714,0.3090169929792571,0.22685956799031382,0.0,0.49494949494949486,F,,11,5,6,5,0,0,9,2,6,0,5,1
item_0168,0.6176470588235294,0.7777777777777778,1.0,0.6363636363636364,0.46988875869653063,0.3855889019127837,0.06451612903225806,0.592274678111588,D,,16,5,10,0,0,0,8,2,10,0,0,0
item_0169,0.3333333333333333,0.23076923076923078,0.3333333333333333,0.5,0.4719274958818226,0.3489347046262591,0.19047619047619047,0.7420814479638009,C,,21,2,4,0,0,0,2,2,4,0,0,2
item_0170,0.5555555555555556,0.5333333333333333,1.0,0.5714285714285714,0.0,0.0,0.0,0.0,C,,21,2,4,0,0,0,4,0,4,0,0,4
item_0171,0.08333333333333333,0.1,0.2,0.0,0.0,0.0,0.0,0.0,D,,20,11,21,0,0,0,19,2,21,0,0,0
item_0172,0.6111111111111112,0.8333333333333334,1.0,0.2,0.29201161517839,0.16121670223303616,0.18181818181818182,0.6280193236714976,D,,16,2,11,1,0,0,4,8,11,0,0,0
item_0173,0.37037037037037035,0.625,0.6666666666666666,0.125,0.46841920462596087,0.30389772593480363,0.2745098039215686,0.6033057851239669,D,,18,2,5,0,0,0,5,0,5,0,0,1
item_0174,0.16666666666666666,0.2857142857142857,0.0,0.125,0.37854732166827076,0.24030826349712905,0.3188405797101449,0.6815642458100558,,"Grading step missing section 'Subjective'; got ['Objective', 'Assessment', 'Plan']",,,,,,,,,,,,
item_0175,0.47368421052631576,0.4,1.0,0.7142857142857143,0.46060337937245044,0.3725422963965763,0.06666666666666668,0.6748466257668712,C,,14,4,4,0,0,0,3,1,4,0,0,1
item_0176,0.4642857142857143,0.3333333333333333,0.0,0.8181818181818182,0.46858354077552494,0.3613702559015059,0.09523809523809525,0.5702127659574469,D,,19,5,10,0,0,0,10,0,10,0,0,4
item_0177,0.4074074074074074,0.5,0.0,0.38461538461538464,0.0,0.0,0.0,0.0,D,,14,2,4,0,0,0,4,0,4,0,0,3
item_0178,0.45454545454545453,0.7142857142857143,0.0,0.5714285714285714,0.31043956043956045,0.2210582894578268,0.15384615384615385,0.3736263736263737,C,,30,7,11,0,0,0,5,6,11,0,0,4
item_0179,0.3448275862068966,0.7142857142857143,0.5,0.0,0.518012761405627,0.40857385040879335,0.3116883116883116,0.56353591160221,D,,21,5,10,0,0,0,8,2,10,0,0,1
item_0180,0.21428571428571427,0.058823529411764705,0.0,0.5,0.2398891296036702,0.17828884255641775,0.052631578947368425,0.6440677966101696,D,,21,5,8,2,0,0,10,0,8,0,2,0
item_0181,0.375,0.0,1.0,0.42857142857142855,0.5587463254839415,0.4163558083657494,0.35294117647058826,0.736111111111111,C,,13,3,4,1,0,0,3,2,4,0,1,0
item_0182,0.08,0.0,0.0,0.14285714285714285,0.2858008658008658,0.1696235900435535,0.24242424242424246,0.46753246753246747,D,,44,3,2,4,0,0,6,0,2,0,4,7
item_0183,0.10714285714285714,0.07142857142857142,1.0,0.3333333333333333,0.24156018757528824,0.15282144981959161,0.22916666666666666,0.5125000000000001,D,,7,1,5,0,0,0,5,0,5,0,0,0
item_0184,0.45454545454545453,0.2222222222222222,0.3333333333333333,0.6153846153846154,0.4844174840819136,0.36787740881707665,0.4000000000000001,0.49664429530201337,D,,7,2,3,1,0,0,2,2,3,0,1,2
item_0185,0.09090909090909091,0.0,0.0,0.375,0.4398330164598353,0.345504045415253,0.375,0.6115702479338844,C,,26,6,12,0,0,2,6,4,12,0,0,0
item_0186,0.5333333333333333,0.5,0.0,0.625,0.0,0.0,0.0,0.0,B,,5,0,6,0,0,1,4,1,6,0,0,2
item_0187,0.6666666666666666,0.5,0.6666666666666666,0.5,0.6272169960015264,0.514692860350247,0.6666666666666667,0.6740331491712708,B,,16,3,3,0,0,0,1,2,3,0,0,0
item_0188,0.5862068965517241,0.6470588235294118,1.0,1.0,0.0,0.0,0.0,0.0,B,,2,0,2,0,0,0,2,0,2,0,0,1
item_0189,0.0967741935483871,0.0,1.0,0.25,0.3706518779940755,0.26866828496028966,0.2222222222222222,0.47457627118644063,C,,14,2,4,0,0,0,2,2,4,0,0,0
item_0190,0.2962962962962963,0.2777777777777778,0.0,0.0,0.5330504864508328,0.3729056413090896,0.5142857142857143,0.6071428571428571,D,,17,7,10,4,0,0,8,6,10,0,4,1
item_0191,0.5454545454545454,0.42857142857142855,0.5,0.8333333333333334,0.6388275174275697,0.5412511657570945,0.6399999999999999,0.6385542168674698,C,,11,4,8,0,0,2,6,0,8,0,0,0
item_0192,0.5454545454545454,0.625,0.0,0.5714285714285714,0.6652443737715056,0.5304882372005781,0.7692307692307692,0.5813953488372093,C,,12,0,,,,,,,,,,0
item_0193,0.5833333333333334,0.3333333333333333,1.0,0.6666666666666666,0.6294232801565557,0.41588538398248476,0.5641025641025641,0.5813953488372093,D,,7,3,6,0,0,0,6,0,6,0,0,0
item_0194,0.4583333333333333,0.36363636363636365,0.5,0.3333333333333333,0.5707085493115618,0.4673364204490882,0.6250000000000001,0.7417218543046358,C,,15,0,,,,,,,,,,0
item_0195,0.375,0.0,0.5,0.6666666666666666,0.5517988368651815,0.37556277056277054,0.4375,0.5373134328358209,,"Grading step missing section 'Subjective'; got ['Objective', 'Assessment', 'Plan']",,,,,,,,,,,,
item_0196,0.21428571428571427,0.0,1.0,0.0,0.4133079704637902,0.31313243031162774,0.2222222222222222,0.42953020134228187,D,,24,4,5,0,0,0,5,0,5,0,0,5
item_0197,0.3157894736842105,0.3333333333333333,0.5,0.0,0.5971934501054109,0.47792200905831267,0.3389830508474576,0.682170542635659,B,,7,0,,,,,,,,,,0
item_0198,0.4230769230769231,0.0,0.6666666666666666,0.75,0.5164534791575688,0.4330921347331793,0.3103448275862069,0.6274509803921569,C,,12,4,8,0,0,0,6,2,8,0,0,0
item_0199,0.1,0.0,0.0,0.0,0.5342971772354853,0.43830793865212003,0.5806451612903226,0.7325581395348837,C,,18,3,6,0,0,0,6,0,6,0,0,0
